head,rel,tail
运输周转量461.05亿吨公里,完成,14.23亿吨公里,
国际航线,完成,旅客运输量2655万人次,
比上年增加45.21亿吨公里,量值,14.23亿吨公里,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
国内航线,其中,港澳台航线,
904万人次,比上年增加70万人次,量值,
港澳台航线,实现,14.23亿吨公里,
港澳台航线,实现,904万人次,
2013年,全行业,统计年份,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
国际航线,完成,运输周转量210.68亿吨公里,
国内航线,完成,旅客运输量32742万人次,
旅客运输量32742万人次,与往年比,增长10.6%,
旅客运输量2655万人次,与往年比,增长13.7%,
2013年,国际航线,统计年份,
比上年增加3142万人次,量值,904万人次,
904万人次,与往年比,比上年增加70万人次,
904万人次,与往年比,增长8.4%,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
2013年,国内航线,统计年份,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
国内航线,其中,港澳台航线,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
运输周转量210.68亿吨公里,完成,904万人次,
国内航线,完成,货邮运输量406.7万吨,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
全行业,完成,运输总周转量671.72亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
904万人次,与往年比,比上年增加70万人次,
国内航线,完成,货邮运输量406.7万吨,
2013年,国际航线,统计年份,
旅客运输量2655万人次,与往年比,增长13.7%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
比上年增加45.21亿吨公里,量值,14.23亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
2013年,国内航线,统计年份,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
国内航线,完成,旅客运输量32742万人次,
港澳台航线,实现,14.23亿吨公里,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
国内航线,其中,港澳台航线,
比上年增加3142万人次,量值,904万人次,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国际航线,完成,运输周转量210.68亿吨公里,
旅客运输量32742万人次,与往年比,增长10.6%,
904万人次,比上年增加70万人次,量值,
国内航线,其中,港澳台航线,
904万人次,与往年比,增长8.4%,
2013年,全行业,统计年份,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
港澳台航线,实现,904万人次,
国内航线,完成,运输周转量461.05亿吨公里,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
国际航线,完成,旅客运输量2655万人次,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
2013年,全行业,统计年份,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
港澳台航线,实现,14.23亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
14.23亿吨公里,与往年比,增长4.1%,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
国际航线,完成,运输周转量210.68亿吨公里,
港澳台航线,实现,904万人次,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
904万人次,与往年比,比上年增加70万人次,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
国内航线,其中,港澳台航线,
国内航线,完成,旅客运输量32742万人次,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
2013年,国际航线,统计年份,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
904万人次,与往年比,增长8.4%,
国内航线,完成,运输周转量461.05亿吨公里,
2013年,国内航线,统计年份,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
国内航线,其中,港澳台航线,
比上年增加3142万人次,量值,904万人次,
全行业,完成,运输总周转量671.72亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
国际航线,完成,旅客运输量2655万人次,
国内航线,完成,货邮运输量406.7万吨,
旅客运输量32742万人次,与往年比,增长10.6%,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
旅客运输量2655万人次,与往年比,增长13.7%,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
国际航线,完成,旅客运输量2655万人次,
国内航线,完成,货邮运输量406.7万吨,
2013年,国际航线,统计年份,
港澳台航线,实现,904万人次,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
国内航线,完成,运输周转量461.05亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
国内航线,其中,港澳台航线,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
2013年,国内航线,统计年份,
国内航线,完成,旅客运输量32742万人次,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
旅客运输量32742万人次,与往年比,增长10.6%,
国内航线,其中,港澳台航线,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
港澳台航线,实现,14.23亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国际航线,完成,运输周转量210.68亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
904万人次,与往年比,增长8.4%,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
2013年,全行业,统计年份,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
904万人次,与往年比,比上年增加70万人次,
国际航线,完成,运输周转量210.68亿吨公里,
904万人次,与往年比,增长8.4%,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
港澳台航线,实现,14.23亿吨公里,
比上年增加45.21亿吨公里,量值,14.23亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
国内航线,完成,货邮运输量406.7万吨,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
旅客运输量2655万人次,与往年比,增长13.7%,
国内航线,其中,港澳台航线,
国内航线,其中,港澳台航线,
2013年,全行业,统计年份,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
2013年,国际航线,统计年份,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
国际航线,完成,旅客运输量2655万人次,
国内航线,完成,旅客运输量32742万人次,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
旅客运输量32742万人次,与往年比,增长10.6%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
904万人次,与往年比,比上年增加70万人次,
港澳台航线,实现,904万人次,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
2013年,国内航线,统计年份,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
全行业,完成,运输总周转量671.72亿吨公里,
比上年增加3142万人次,量值,904万人次,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
国内航线,完成,旅客运输量32742万人次,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
2013年,国内航线,统计年份,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
国内航线,完成,货邮运输量406.7万吨,
港澳台航线,实现,14.23亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
旅客运输量32742万人次,与往年比,增长10.6%,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
2013年,国际航线,统计年份,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
904万人次,与往年比,比上年增加70万人次,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
港澳台航线,实现,904万人次,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
国际航线,完成,旅客运输量2655万人次,
国际航线,完成,运输周转量210.68亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
904万人次,与往年比,增长8.4%,
2013年,全行业,统计年份,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
国内航线,其中,港澳台航线,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
国内航线,其中,港澳台航线,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
国内航线,完成,旅客运输量32742万人次,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
904万人次,比上年增加70万人次,量值,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
2013年,国内航线,统计年份,
港澳台航线,实现,14.23亿吨公里,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
国内航线,完成,货邮运输量406.7万吨,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
港澳台航线,实现,904万人次,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
国内航线,其中,港澳台航线,
904万人次,与往年比,增长8.4%,
2013年,国际航线,统计年份,
2013年,全行业,统计年份,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
国内航线,其中,港澳台航线,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
旅客运输量32742万人次,与往年比,增长10.6%,
国际航线,完成,旅客运输量2655万人次,
904万人次,与往年比,比上年增加70万人次,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国内航线,完成,运输周转量461.05亿吨公里,
国际航线,完成,运输周转量210.68亿吨公里,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
港澳台航线,实现,14.23亿吨公里,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
国际航线,完成,运输周转量210.68亿吨公里,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
904万人次,与往年比,增长8.4%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
国内航线,其中,港澳台航线,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国内航线,完成,旅客运输量32742万人次,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
904万人次,与往年比,比上年增加70万人次,
国际航线,完成,旅客运输量2655万人次,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
国内航线,其中,港澳台航线,
2013年,全行业,统计年份,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
2013年,国际航线,统计年份,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
2013年,国内航线,统计年份,
14.23亿吨公里,与往年比,增长4.1%,
旅客运输量32742万人次,与往年比,增长10.6%,
国内航线,完成,运输周转量461.05亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
港澳台航线,实现,904万人次,
国内航线,完成,货邮运输量406.7万吨,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
国际航线,完成,运输周转量210.68亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
904万人次,与往年比,比上年增加70万人次,
港澳台航线,实现,14.23亿吨公里,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
比上年增加3142万人次,量值,904万人次,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
2013年,国内航线,统计年份,
14.23亿吨公里,与往年比,增长4.1%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
国际航线,完成,旅客运输量2655万人次,
国内航线,完成,旅客运输量32742万人次,
旅客运输量32742万人次,与往年比,增长10.6%,
2013年,国际航线,统计年份,
904万人次,与往年比,增长8.4%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
2013年,全行业,统计年份,
国内航线,其中,港澳台航线,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
904万人次,比上年增加70万人次,量值,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
港澳台航线,实现,904万人次,
国内航线,其中,港澳台航线,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
904万人次,与往年比,比上年增加70万人次,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
国际航线,完成,旅客运输量2655万人次,
2013年,国内航线,统计年份,
国际航线,完成,运输周转量210.68亿吨公里,
国内航线,其中,港澳台航线,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
国内航线,其中,港澳台航线,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
904万人次,与往年比,增长8.4%,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
旅客运输量32742万人次,与往年比,增长10.6%,
2013年,全行业,统计年份,
904万人次,比上年增加70万人次,量值,
国内航线,完成,运输周转量461.05亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
14.23亿吨公里,与往年比,增长4.1%,
国内航线,完成,旅客运输量32742万人次,
港澳台航线,实现,904万人次,
港澳台航线,实现,14.23亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
旅客运输量2655万人次,与往年比,增长13.7%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
2013年,国际航线,统计年份,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
国际航线,完成,运输周转量210.68亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
国内航线,完成,旅客运输量32742万人次,
全行业,完成,运输总周转量671.72亿吨公里,
港澳台航线,实现,14.23亿吨公里,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
904万人次,与往年比,增长8.4%,
国内航线,完成,运输周转量461.05亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
2013年,全行业,统计年份,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
国内航线,其中,港澳台航线,
国内航线,其中,港澳台航线,
旅客运输量32742万人次,与往年比,增长10.6%,
比上年增加3142万人次,量值,904万人次,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
2013年,国内航线,统计年份,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
2013年,国际航线,统计年份,
港澳台航线,实现,904万人次,
904万人次,与往年比,比上年增加70万人次,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
国际航线,完成,旅客运输量2655万人次,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国内航线,其中,港澳台航线,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
14.23亿吨公里,与往年比,增长4.1%,
国内航线,完成,旅客运输量32742万人次,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国内航线,其中,港澳台航线,
国际航线,完成,运输周转量210.68亿吨公里,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
2013年,全行业,统计年份,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
增长8.3%,旅客运输量2655万人次,与往年比,
运输周转量461.05亿吨公里,完成,14.23亿吨公里,
904万人次,比上年增加70万人次,量值,
904万人次,与往年比,增长8.4%,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
国内航线,完成,运输周转量461.05亿吨公里,
港澳台航线,实现,904万人次,
旅客运输量32742万人次,与往年比,增长10.6%,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
904万人次,与往年比,比上年增加70万人次,
2013年,国内航线,统计年份,
2013年,国际航线,统计年份,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
港澳台航线,实现,14.23亿吨公里,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
国际航线,完成,旅客运输量2655万人次,
比上年增加3142万人次,量值,904万人次,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
全行业,完成,运输总周转量671.72亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
国内航线,其中,港澳台航线,
904万人次,与往年比,比上年增加70万人次,
旅客运输量32742万人次,与往年比,增长10.6%,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
国内航线,完成,运输周转量461.05亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
国内航线,完成,旅客运输量32742万人次,
2013年,国际航线,统计年份,
旅客运输量2655万人次,与往年比,增长13.7%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
904万人次,与往年比,增长8.4%,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
港澳台航线,实现,14.23亿吨公里,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
2013年,国内航线,统计年份,
港澳台航线,实现,904万人次,
2013年,全行业,统计年份,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
国际航线,完成,运输周转量210.68亿吨公里,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
国际航线,完成,旅客运输量2655万人次,
国内航线,其中,港澳台航线,
904万人次,比上年增加70万人次,量值,
国际航线,完成,运输周转量210.68亿吨公里,
国内航线,完成,旅客运输量32742万人次,
比上年增加3142万人次,量值,904万人次,
旅客运输量2655万人次,与往年比,增长13.7%,
港澳台航线,实现,904万人次,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
国内航线,其中,港澳台航线,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
全行业,完成,运输总周转量671.72亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
国内航线,完成,货邮运输量406.7万吨,
国内航线,其中,港澳台航线,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
国际航线,完成,旅客运输量2655万人次,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
2013年,全行业,统计年份,
2013年,国际航线,统计年份,
904万人次,与往年比,增长8.4%,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
港澳台航线,实现,14.23亿吨公里,
旅客运输量32742万人次,与往年比,增长10.6%,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
904万人次,与往年比,比上年增加70万人次,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
增长8.3%,旅客运输量2655万人次,与往年比,
2013年,国内航线,统计年份,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
14.23亿吨公里,与往年比,增长4.1%,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
运输总周转量671.72亿吨公里,与往年比,比上年增加61.40亿吨公里,
运输周转量210.68亿吨公里,与往年比,比上年增长16.19亿吨公里,
14.23亿吨公里,与往年比,比上年增加0.56亿吨公里,
国内航线,完成,运输周转量461.05亿吨公里,
旅客周转量501.43亿吨公里,与往年比,增长12.3%,
旅客运输量32742万人次,与往年比,增长10.6%,
国内航线,完成,货邮运输量406.7万吨,
2013年,国际航线,统计年份,
国内航线,其中,港澳台航线,
港澳台航线,实现,904万人次,
国内航线,其中,港澳台航线,
旅客运输量2655万人次,与往年比,比上年增加319万人次,
运输总周转量671.72亿吨公里,其中,货邮周转量170.29亿吨公里,
旅客运输量32742万人次,与往年比,比上年增加3142万人次,
全行业,完成,运输总周转量671.72亿吨公里,
904万人次,与往年比,增长8.4%,
14.23亿吨公里,与往年比,增长4.1%,
国际航线,完成,旅客运输量2655万人次,
904万人次,比上年增加70万人次,量值,
运输总周转量671.72亿吨公里,其中,旅客周转量501.43亿吨公里,
货邮周转量170.29亿吨公里,与往年比,增长3.9%,
运输周转量461.05亿吨公里,与往年比,增长10.9%,
运输总周转量671.72亿吨公里,与往年比,增长10.1%,
货邮周转量170.29亿吨公里,与往年比,，比上年增加6.40亿吨公里,
2013年,国内航线,统计年份,
904万人次,与往年比,比上年增加70万人次,
2013年,全行业,统计年份,
国内航线,完成,旅客运输量32742万人次,
港澳台航线,实现,14.23亿吨公里,
国际航线,完成,运输周转量210.68亿吨公里,
旅客运输量2655万人次,与往年比,增长13.7%,
旅客周转量501.43亿吨公里,与往年比,比上年增加55.00亿吨公里,
运输周转量210.68亿吨公里,与往年比,增长8.3%,
运输周转量461.05亿吨公里,与往年比,比上年增加45.21亿吨公里,
货邮运输量406.7万吨,与往年比,比上年增长4.7%,
